relative_path,sha256,bytes,release_class
predictor_spearman_correlation.csv,54996d8a54eec6ae5ac0863184d0ed3da06e1a1694d8b2783b5d0aa77af7d409,3684,public
primary_outcome_summary.csv,8116f21a814c61817b00b705ac4c2f069de19f80f1da44a7ef1c98597fa58c7f,161,public
protocol_identity.json,6e923fffd163705d83a923423b283850508a2740c1b3b61d10c82a3bab69d8a4,406,public
provenance.json,fb0f8a42058d188b7a899695bb5133dcc5165b088ebda84fd788e2b874bd9be1,188,public
qapo_population_source_metadata.json,97ef9d1d03849194db330a0403f3dafdcf5f22680d3594317cf774682c092222,827,public
qapo_undergraduate_enrolment_2025_2026.csv,f192263c43e07d6af956b7160b3ee3ff17e682088b9bd6d93a52ca0d86fa5cc7,1034,public
quality_control_figure_manifest.csv,296928416365240e6554459e4b109bc3505546aaada947f63a2631659c1a32ac,407,public
recalibration_comparison.csv,f76858526aaa197ebcde34277cd22fb31865018aad67a7ca9f2ff1cadba8a259,1512,public
recalibration_operating_points.csv,4c8c906209c135007a6266817633a5b71c36f0c2fd3ff2ef6642ac46b70c2337,873,public
reliability.csv,7abf4973bd46c37231fcdd888f91654c84946b962b6fedde86257fd2d1b23dc9,451,public
resolved_analysis_versions.json,51f100099be91b25a5a693b3a008c0d4f596899e465c8fa815333a6678adeb31,167,public
results.json,b42044a51c23f4f9c7f9b9d8fcb46a83bf959135dbf31445b5fb5e47c80ca756,441252,public
results_manifest.json,7bf620ddbd22634c380c5394b20ab6b711132d622ed5bda3aff67376830a3983,1102,public
roc_pr_curve_points.csv,9c765c04882ede2d127bb9f66f624e06550474decd36dc49c8842d9c5606f88b,215453,public
rq3_fairness_verdict.json,a5b42d17488d428f3d697c56dd2c2a2b1cf47dc58129dd997e2314337ab24c63,496,public
run_status_dashboard.csv,a83e80a08c308afd161f7aa958ed5aeed03da8c0a8652c76236f5144b16f966b,2952,public
sample_composition.csv,f7d1f8639a9cd4f51e90d87cbee63936b2a40f9945dcd09b5a65301b30e6e328,1293,public
sample_demographics.csv,f7d1f8639a9cd4f51e90d87cbee63936b2a40f9945dcd09b5a65301b30e6e328,1293,public
sample_demographics_extended.csv,4d86ab9c63b81f029011c02866671c4c19dfceeb21f17a4de32f6ab65e1a7cda,1678,public
sampling_disclosure.json,c83763601b5eaef896f3ee2814ad59745737e2dfc54cc5438f1b79a8ab4c979d,699,public
score_distribution_bins.csv,82e72f41683d506ac3c2f5da592a327d06e843ca7433ce84e025df755e86efd8,1973,public
selected_thresholds.json,af9570c0aa1d2660bbb6a10c9fdf858db7c0b28244f906968039609732673f69,163,public
serious_only_outcome_sensitivity.csv,8f5f3ef1c690eaaad76858542b8a78d0516a22ae30aa907ed6a7ff7e6ddb185f,944,public
split_seed_metrics.csv,64ece70367680e80336edb72df8b30380039f13a01ba216336db4bc431ae760c,4243,public
study_framework_spec.json,cfea529d0a7a348c3420b6c2e59cbf70b4faac32b978d0d352b21c4345a43f0f,1722,public
submission_release.json,ab78ce741981955c05f5973b4cdf0c9912f6ffb99b74ee17d635102720f76ea5,204,public
tabpfn_integration_probe.json,82937aad6573b47350f3ec76c73810edc721c03ccdaac2c828a6454424cd27be,83,public
target_and_partition_counts.json,62e58fa4027896360b285cfc5271e29aaff076be97db04440cc1ee1694cf270f,209,public
target_definition.json,2f4e8068922ca0ccc0d6e8cf02e362079d28fd806aeb5652cbbf9d71fc782d67,734,public
target_prevalence_by_group.csv,34ec3ac27caa5357a86179957fa7b7d47439af069130bdad742563a0dc322798,1265,public
theory_attribution_sensitivity.csv,fd378fd0e03192365aa13662a9ef86f6432fa202a17ee9f773f16e1b6867d8af,1746,public
theory_attribution_shift.csv,c98441ad0978fc3dfc9cf6716ce561cbd5b05526ee33f0abcfd74b31325c2c6d,2208,public
theory_fsii_checkpoint_protocol.json,2ec0c73222e1a217e43d7c911672cb6d2fbea3be7875b07681c7dfc103e47e05,803,public
theory_restricted_model_performance.csv,f93e2d0873020a454d5936f907ee81a3dce4af09d1bb8911cddef328bc5fde1f,616,public
threshold_selection_evidence.csv,ba0b754ebb96117e8c9ff635b5b63968f5d37bb2a909a4ec2adfd89af6c6f056,1412,public
threshold_sensitivity_oof.csv,b09d095b239f1be314445704d44e7dae3fadc1bb413243f5d4a036b6b57d0c33,45499,public
two_factor_ablation.csv,bd4b7fd33a50c15c9bfdadcd5f7329aa94399020a05dfda7ffa8e21feac1ab60,111227,public
two_factor_ablation_summary.csv,b1dc7f42ce25624e79ae8cd593cb5358d19ea29716301ae626f8a3d810f1db12,1355,public
uci_descriptive_comparisons.csv,c990b333d82b14861d2ee1ee6f1ef58f570913b8f248895c85bfdfcbb87c52a9,678,public
uci_protocol.json,08396dd377f72c24f913c04d0eb8098448a178a71dcd05276d3066c8bc3dc357,3183,public
uci_seed_metrics.csv,bbc750532399f823eb8ee074e1044d10499452d08885f2dab4ae6aa08b27ff39,9175,public
uci_summary.csv,d9c3f3b6fe27d282356f142a5e72cb651f08270391911ae4e095148b552eb625,1371,public
uci_variable_metadata.csv,b7a133acfe66ca39e841b899530ec1f0d6955f5f89fb0e28c13f133b2d566415,11875,public
warning_summary.csv,421d3eec781b01821709dcb080b0eea0e3e1f2a95b6c1c01aa175adbdc06f9d5,136,public
